term	sentiment	???
perversive	-2.1	0.7
pervert	-2.3	0.9
perverted	-2.5	1.56525
pervertedly	-1.2	1.77764
pervertedness	-1.2	1.46969
perverter	-1.7	1.48661
perverters	-0.6	1.68523
perverting	-1.0	2.09762
perverts	-2.8	0.6
pesky	-1.2	0.4
pessimism	-1.5	1.36015
pessimisms	-2.0	1.0
pessimist	-1.5	1.36015
pessimistic	-1.5	1.43178
pessimistically	-2.0	1.0
pessimists	-1.0	1.26491
petrifaction	-1.9	1.3
petrifactions	-0.3	1.00499
petrification	-0.1	1.44568
petrifications	-0.4	0.8
petrified	-2.5	0.92195
petrifies	-2.3	1.00499
petrify	-1.7	0.9
petrifying	-2.6	0.8
pettier	-0.3	1.41774
pettiest	-1.3	1.95192
petty	-0.8	1.32665
phobia	-1.6	1.0198
phobias	-2.0	1.0
phobic	-1.2	1.16619
phobics	-1.3	0.64031
picturesque	1.6	1.11355
pileup	-1.1	1.13578
pique	-1.1	1.13578
piqued	0.1	1.04403
piss	-1.7	0.9
pissant	-1.5	1.5
pissants	-2.5	0.80623
pissed	-3.2	0.6
pisser	-2.0	1.09545
pissers	-1.4	2.00998
pisses	-1.4	0.8
pissing	-1.7	1.26886
pissoir	-0.8	1.4
piteous	-1.2	1.46969
pitiable	-1.1	1.22066
pitiableness	-1.1	1.64012
pitiably	-1.1	0.9434
pitied	-1.3	1.1
pitier	-1.2	1.32665
pitiers	-1.3	0.9
pities	-1.2	1.249
pitiful	-2.2	0.9798
pitifuller	-1.8	1.07703
pitifullest	-1.1	2.11896
pitifully	-1.2	1.249
pitifulness	-1.2	1.77764
pitiless	-1.8	0.87178
pitilessly	-2.1	0.7
pitilessness	-0.5	1.62788
pity	-1.2	0.4
pitying	-1.4	0.91652
pityingly	-1.0	1.26491
pityriasis	-0.8	0.87178
play	1.4	1.0198
played	1.4	1.42829
playful	1.9	0.83066
playfully	1.6	0.4899
playfulness	1.2	0.87178
playing	0.8	0.87178
plays	1.0	1.09545
pleasant	2.3	0.64031
pleasanter	1.5	0.67082
pleasantest	2.6	0.8
pleasantly	2.1	0.53852
pleasantness	2.3	0.9
pleasantnesses	2.3	0.78102
pleasantries	1.3	0.45826
pleasantry	2.0	0.7746
please	1.3	0.78102
pleased	1.9	0.53852
pleaser	1.7	0.45826
pleasers	1.0	1.0
pleases	1.7	0.45826
pleasing	2.4	0.91652
pleasurability	1.9	0.83066
pleasurable	2.4	0.4899
pleasurableness	2.4	0.91652
pleasurably	2.6	0.4899
pleasure	2.7	0.9
pleasured	2.3	0.64031
pleasureless	-1.6	0.8
pleasures	1.9	1.37477
pleasuring	2.8	0.4
poised	1.0	0.44721
poison	-2.5	0.92195
poisoned	-2.2	0.9798
poisoner	-2.7	0.78102
poisoners	-3.1	0.83066
poisoning	-2.8	1.249
poisonings	-2.4	1.11355
poisonous	-2.7	0.78102
poisonously	-2.9	0.53852
poisons	-2.7	0.9
poisonwood	-1.0	0.89443
pollute	-2.3	0.64031
polluted	-2.0	0.44721
polluter	-1.8	0.6
polluters	-2.0	0.44721
pollutes	-2.2	0.87178
poor	-2.1	1.13578
poorer	-1.5	1.56525
poorest	-2.5	0.80623
popular	1.8	0.74833
popularise	1.6	0.66332
popularised	1.1	0.9434
popularises	0.5	0.67082
popularising	1.2	0.6
popularities	1.6	0.8
popularity	2.1	1.04403
popularization	1.3	0.78102
popularizations	0.9	0.7
popularize	1.3	0.64031
popularized	1.9	0.83066
popularizer	1.8	0.74833
popularizers	1.0	0.89443
popularizes	1.4	0.8
popularizing	1.5	0.67082
popularly	1.8	0.74833
positive	2.6	0.91652
positively	2.4	0.66332
positiveness	2.3	1.18743
positivenesses	2.2	0.74833
positiver	2.3	0.78102
positives	2.4	0.4899
positivest	2.9	1.04403
positivism	1.6	1.35647
positivisms	1.8	0.9798
positivist	2.0	1.0
positivistic	1.9	0.83066
positivists	1.7	1.1
positivities	2.6	0.91652
positivity	2.3	0.9
possessive	-0.9	1.22066
postpone	-0.9	0.83066
postponed	-0.8	0.4
postpones	-1.1	0.83066
postponing	-0.5	0.5
poverty	-2.3	1.00499
powerful	1.8	0.9798
powerless	-2.2	0.6
praise	2.6	0.8
praised	2.2	0.6
praiser	2.0	0.89443
praisers	2.0	0.63246
praises	2.4	0.4899
praiseworthily	1.9	0.7
praiseworthiness	2.4	0.8
praiseworthy	2.6	0.4899
praising	2.5	0.67082
pray	1.3	1.18743
praying	1.5	0.92195
prays	1.4	1.0198
prblm	-1.6	0.8
prblms	-2.3	1.00499
precious	2.7	0.64031
preciously	2.2	0.74833
preciousness	1.9	0.83066
prejudice	-2.3	0.78102
prejudiced	-1.9	0.53852
prejudices	-1.8	0.74833
prejudicial	-2.6	0.8
prejudicially	-1.5	1.74642
prejudicialness	-2.4	1.42829
prejudicing	-1.8	1.07703
prepared	0.9	0.3
pressure	-1.2	0.6
pressured	-0.9	1.04403
pressureless	1.0	1.26491
pressures	-1.3	0.64031
pressuring	-1.4	0.91652
pressurise	-0.6	1.0198
pressurised	-0.4	0.66332
pressurises	-0.8	0.6
pressurising	-0.6	1.28062
pressurizations	-0.3	1.00499
pressurize	-0.7	1.34536
pressurized	0.1	0.83066
pressurizer	0.1	0.83066
pressurizers	-0.7	0.9
pressurizes	-0.2	0.87178
pressurizing	-0.2	0.9798
pretend	-0.4	0.91652
pretending	0.4	1.49666
pretends	-0.4	0.66332
prettied	1.6	0.66332
prettier	2.1	0.53852
pretties	1.7	0.78102
prettiest	2.7	0.78102
pretty	2.2	0.6
prevent	0.1	1.22066
prevented	0.1	0.7
preventing	-0.1	1.51327
prevents	0.3	1.34536
prick	-1.4	1.42829
pricked	-0.6	1.0198
pricker	-0.3	0.9
prickers	-0.2	0.87178
pricket	-0.5	0.67082
prickets	0.3	0.64031
pricking	-0.9	1.22066
prickle	-1.0	0.44721
prickled	-0.2	1.53623
prickles	-0.8	0.74833
pricklier	-1.6	0.8
prickliest	-1.4	1.35647
prickliness	-0.6	0.91652
prickling	-0.8	0.6
prickly	-0.9	1.04403
pricks	-0.9	1.04403
pricky	-0.6	1.2
pride	1.4	1.11355
prison	-2.3	0.64031
prisoner	-2.5	1.0247
prisoners	-2.3	0.78102
privilege	1.5	0.80623
privileged	1.9	0.9434
privileges	1.6	1.2
privileging	0.7	1.1
prize	2.3	1.1
prized	2.4	0.8
prizefight	-0.1	1.13578
prizefighter	1.0	1.0
prizefighters	-0.1	1.04403
prizefighting	0.4	0.91652
prizefights	0.3	0.78102
prizer	1.0	1.0
prizers	0.8	0.9798
prizes	2.0	1.09545
prizewinner	2.3	1.00499
prizewinners	2.4	1.11355
prizewinning	3.0	0.7746
proactive	1.8	0.87178
problem	-1.7	0.64031
problematic	-1.9	0.53852
problematical	-1.8	0.6
problematically	-2.0	1.0
problematics	-1.3	1.1
problems	-1.7	0.78102
profit	1.9	0.7
profitabilities	1.1	0.7
profitability	1.1	1.44568
profitable	1.9	0.9434
profitableness	2.4	1.11355
profitably	1.6	0.91652
profited	1.3	1.00499
profiteer	0.8	1.6
profiteered	-0.5	1.9105
profiteering	-0.6	2.05913
profiteers	0.5	1.5
profiter	0.7	1.55242
profiterole	0.4	0.66332
profiteroles	0.5	0.92195
profiting	1.6	0.91652
profitless	-1.5	0.92195
profits	1.9	1.04403
profitwise	0.9	0.83066
progress	1.8	0.74833
prominent	1.3	0.45826
promiscuities	-0.8	1.32665
promiscuity	-1.8	1.07703
promiscuous	-0.3	1.34536
promiscuously	-1.5	1.28452
promiscuousness	-0.9	1.37477
promise	1.3	0.64031
promised	1.5	0.92195
promisee	0.8	0.87178
promisees	1.1	0.9434
promiser	1.3	0.9
promisers	1.6	0.4899
promises	1.6	0.8
promising	1.7	0.45826
promisingly	1.2	0.6
promisor	1.0	0.63246
promisors	0.4	0.8
promissory	0.9	1.13578
promote	1.6	0.8
promoted	1.8	0.74833
promotes	1.4	0.91652
promoting	1.5	0.67082
propaganda	-1.0	1.54919
prosecute	-1.7	1.00499
prosecuted	-1.6	1.95959
prosecutes	-1.8	1.53623
prosecution	-2.2	1.07703
prospect	1.2	0.87178
prospects	1.2	0.6
prosperous	2.1	1.86815
protect	1.6	0.8
protected	1.9	0.7
protects	1.3	0.78102
protest	-1.0	1.34164
protested	-0.5	1.62788
protesters	-0.9	0.7
protesting	-1.8	0.74833
protests	-0.9	1.57797
proud	2.1	0.3
prouder	2.2	1.16619
proudest	2.6	0.66332
proudful	1.9	1.51327
proudhearted	1.4	0.91652
proudly	2.6	0.4899
provoke	-1.7	0.64031
provoked	-1.1	0.83066
provokes	-1.3	0.78102
provoking	-0.8	1.249
pseudoscience	-1.2	1.32665
puke	-2.4	1.0198
puked	-1.8	0.6
pukes	-1.9	0.7
puking	-1.8	1.46969
pukka	2.8	0.4
punish	-2.4	0.91652
punishabilities	-1.7	0.78102
punishability	-1.6	1.49666
punishable	-1.9	0.7
punished	-2.0	0.44721
punisher	-1.9	0.53852
punishers	-2.6	0.8
punishes	-2.1	0.7
punishing	-2.6	0.8
punishment	-2.2	0.6
punishments	-1.8	0.6
punitive	-2.3	0.78102
pushy	-1.1	0.83066
puzzled	-0.7	0.45826
quaking	-1.5	0.67082
questionable	-1.2	0.4
questioned	-0.4	1.0198
questioning	-0.4	0.66332
racism	-3.1	0.9434
racist	-3.0	0.89443
racists	-2.5	0.92195
radian	0.4	0.66332
radiance	1.4	1.11355
radiances	1.1	0.53852
radiancies	0.8	1.16619
radiancy	1.4	0.66332
radians	0.2	0.6
radiant	2.1	0.83066
radiantly	1.3	0.78102
radiants	1.2	0.6
rage	-2.6	0.8
raged	-2.0	0.63246
ragee	-0.4	1.42829
rageful	-2.8	0.6
rages	-2.1	0.7
raging	-2.4	1.0198
rainy	-0.3	0.64031
rancid	-2.5	1.11803
rancidity	-2.6	0.8
rancidly	-2.5	1.20416
rancidness	-2.6	0.91652
rancidnesses	-1.6	0.4899
rant	-1.4	0.66332
ranter	-1.2	1.16619
ranters	-1.2	0.87178
rants	-1.3	0.45826
rape	-3.7	0.64031
raped	-3.6	0.4899
raper	-3.4	0.66332
rapers	-3.6	0.66332
rapes	-3.5	0.67082
rapeseeds	-0.5	1.20416
raping	-3.8	0.4
rapist	-3.9	0.3
rapists	-3.3	0.64031
rapture	0.6	2.2891
raptured	0.9	1.97231
raptures	0.7	2.05183
rapturous	1.7	1.95192
rash	-1.7	0.78102
ratified	0.6	0.4899
reach	0.1	0.3
reached	0.4	0.4899
reaches	0.2	0.4
reaching	0.8	0.6
readiness	1.0	0.63246
ready	1.5	1.0247
reassurance	1.5	0.5
reassurances	1.4	0.8
reassure	1.4	0.4899
reassured	1.7	0.45826
reassures	1.5	0.92195
reassuring	1.7	1.48661
reassuringly	1.8	0.87178
rebel	-0.6	1.49666
rebeldom	-1.5	1.0247
rebelled	-1.0	1.26491
rebelling	-1.1	1.51327
rebellion	-0.5	1.80278
rebellions	-1.1	1.57797
rebellious	-1.2	1.249
rebelliously	-1.8	0.87178
rebelliousness	-1.2	1.16619
rebels	-0.8	1.07703
recession	-1.8	1.07703
reckless	-1.7	0.64031
recommend	1.5	0.67082
recommended	0.8	1.07703
recommends	0.9	0.9434
redeemed	1.3	0.9
reek	-2.4	0.66332
reeked	-2.0	1.09545
reeker	-1.7	1.1
reekers	-1.5	1.0247
reeking	-2.0	1.48324
refuse	-1.2	0.4
refused	-1.2	0.74833
refusing	-1.7	0.64031
regret	-1.8	0.6
regretful	-1.9	0.83066
regretfully	-1.9	0.83066
regretfulness	-1.6	0.66332
regrets	-1.5	0.5
regrettable	-2.3	0.78102
regrettably	-2.0	0.63246
regretted	-1.6	0.4899
regretter	-1.6	0.66332
regretters	-2.0	0.89443
regretting	-1.7	0.78102
reinvigorate	2.3	0.78102
reinvigorated	1.9	1.13578
reinvigorates	1.8	0.9798
reinvigorating	1.7	0.64031
reinvigoration	2.2	0.4
reject	-1.7	0.64031
rejected	-2.3	0.45826
rejectee	-2.3	0.45826
rejectees	-1.8	0.4
rejecter	-1.6	0.66332
rejecters	-1.8	0.6
rejecting	-2.0	0.7746
rejectingly	-1.7	0.64031
rejection	-2.5	0.67082
rejections	-2.1	0.53852
rejective	-1.8	0.6
rejector	-1.8	0.74833
rejects	-2.2	0.4
rejoice	1.9	0.9434
rejoiced	2.0	0.63246
rejoices	2.1	0.7
rejoicing	2.8	0.4
relax	1.9	1.13578
relaxant	1.0	0.89443
relaxants	0.7	0.9
relaxation	2.4	0.4899
relaxations	1.0	0.89443
relaxed	2.2	0.87178
relaxedly	1.5	0.5
relaxedness	2.0	0.63246
relaxer	1.6	0.8
relaxers	1.4	0.4899
relaxes	1.5	0.5
relaxin	1.7	0.64031
relaxing	2.2	0.6
relaxins	1.2	1.4
relentless	0.2	1.07703
reliant	0.5	1.20416
relief	2.1	0.53852
reliefs	1.3	0.78102
relievable	1.1	1.22066
relieve	1.5	0.5
relieved	1.6	0.66332
relievedly	1.4	0.4899
reliever	1.5	0.80623
relievers	1.0	0.63246
relieves	1.5	0.80623
relieving	1.5	1.0247
relievo	1.3	1.00499
relishing	1.6	0.8
reluctance	-1.4	0.4899
reluctancy	-1.6	0.8
reluctant	-1.0	0.7746
reluctantly	-0.4	1.42829
remarkable	2.6	1.0198
remorse	-1.1	1.51327
remorseful	-0.9	2.07123
remorsefully	-0.7	1.34536
remorsefulness	-0.7	1.61555
remorseless	-2.3	0.64031
remorselessly	-2.0	1.09545
remorselessness	-2.8	1.16619
repetitive	-1.0	0.06325
repress	-1.4	0.66332
repressed	-1.3	0.78102
represses	-1.3	1.00499
repressible	-1.5	0.92195
repressing	-1.8	0.6
repression	-1.6	0.91652
repressions	-1.7	1.00499
repressive	-1.4	1.11355
repressively	-1.7	0.45826
repressiveness	-1.0	1.73205
repressor	-1.4	1.28062
repressors	-2.2	1.66132
repressurize	-0.3	0.64031
repressurized	0.1	0.3
repressurizes	0.1	0.3
repressurizing	-0.1	0.3
repulse	-2.8	0.4
repulsed	-2.2	0.9798
rescue	2.3	0.78102
rescued	1.8	1.53623
rescues	1.3	0.78102
resent	-0.7	1.26886
resented	-1.6	1.35647
resentence	-1.0	0.7746
resentenced	-0.8	0.9798
resentences	-0.6	0.8
resentencing	0.2	0.87178
resentful	-2.1	0.83066
resentfully	-1.4	1.11355
resentfulness	-2.0	0.7746
resenting	-1.2	1.72047
resentment	-1.9	0.83066
resentments	-1.9	0.7
resents	-1.2	1.32665
resign	-1.4	0.66332
resignation	-1.2	0.4
resignations	-1.2	0.6
resigned	-1.0	0.63246
resignedly	-0.7	1.26886
resignedness	-0.8	1.07703
resigner	-1.2	0.6
resigners	-1.0	1.09545
resigning	-0.9	1.22066
resigns	-1.3	0.9
resolute	1.1	0.53852
resolvable	1.0	0.0
resolve	1.6	0.66332
resolved	0.7	0.78102
resolvent	0.7	0.78102
resolvents	0.4	0.66332
resolver	0.7	0.78102
resolvers	1.4	0.4899
resolves	0.7	0.78102
resolving	1.6	0.4899
respect	2.1	0.53852
respectabilities	1.8	0.4
respectability	2.4	0.8
respectable	1.9	0.7
respectableness	1.2	1.32665
respectably	1.7	0.78102
respected	2.1	0.7
respecter	2.1	0.53852
respecters	1.6	0.8
respectful	2.0	0.7746
respectfully	1.7	0.64031
respectfulness	1.9	1.37477
respectfulnesses	1.3	1.18743
respecting	2.2	0.6
respective	1.8	1.16619
respectively	1.4	0.91652
respectiveness	1.1	1.04403
respects	1.3	1.00499
responsible	1.3	1.1
responsive	1.5	0.92195
restful	1.5	0.67082
restless	-1.1	0.3
restlessly	-1.4	0.91652
restlessness	-1.2	0.74833
restore	1.2	0.9798
restored	1.4	0.91652
restores	1.2	0.6
restoring	1.2	0.4
restrict	-1.6	0.8
restricted	-1.6	0.4899
restricting	-1.6	0.4899
restriction	-1.1	0.9434
restricts	-1.3	1.1
retained	0.1	0.7
retard	-2.4	0.8
retarded	-2.7	1.26886
retreat	0.8	1.07703
revenge	-2.4	0.66332
revenged	-0.9	1.37477
revengeful	-2.4	0.4899
revengefully	-1.4	2.00998
revengefulness	-2.2	0.87178
revenger	-2.1	0.83066
revengers	-2.0	0.44721
revenges	-1.9	0.7
revered	2.3	1.1
revive	1.4	1.11355
revives	1.6	0.4899
reward	2.7	0.78102
rewardable	2.0	1.0
rewarded	2.2	0.74833
rewarder	1.6	0.8
rewarders	1.9	0.83066
rewarding	2.4	0.8
rewardingly	2.4	0.8
rewards	2.1	0.83066
rich	2.6	0.8
richened	1.9	0.83066
richening	1.0	1.34164
richens	0.8	0.9798
richer	2.4	1.2
riches	2.4	1.0198
richest	2.4	1.11355
richly	1.9	0.53852
richness	2.2	0.74833
richnesses	2.1	0.9434
richweed	0.1	0.3
richweeds	-0.1	0.3
ridicule	-2.0	0.63246
ridiculed	-1.5	0.5
ridiculer	-1.6	0.91652
ridiculers	-1.6	0.66332
ridicules	-1.8	0.6
ridiculing	-1.8	0.6
ridiculous	-1.5	0.67082
ridiculously	-1.4	0.8
ridiculousness	-1.1	1.51327
ridiculousnesses	-1.6	1.11355
rig	-0.5	1.0247
rigged	-1.5	1.0247
rigid	-0.5	0.67082
rigidification	-1.1	0.9434
rigidifications	-0.8	0.9798
rigidified	-0.7	1.00499
rigidifies	-0.6	0.8
rigidify	-0.3	0.64031
rigidities	-0.7	0.78102
rigidity	-0.7	0.64031
rigidly	-0.7	0.45826
rigidness	-0.3	1.00499
rigorous	-1.1	1.51327
rigorously	-0.4	1.28062
riot	-2.6	1.0198
riots	-2.3	0.78102
risk	-1.1	0.7
risked	-0.9	0.7
risker	-0.8	0.4
riskier	-1.4	0.91652
riskiest	-1.5	1.0247
riskily	-0.7	1.34536
riskiness	-1.3	1.00499
riskinesses	-1.6	0.91652
risking	-1.3	1.1
riskless	1.3	0.9
risks	-1.1	0.9434
risky	-0.8	0.9798
rob	-2.6	0.8
robber	-2.6	1.0198
robed	-0.7	0.9
robing	-1.5	1.56525
robs	-2.0	1.0
robust	1.4	1.42829
roflcopter	2.1	0.53852
romance	2.6	0.66332
romanced	2.2	0.87178
romancer	1.3	1.1
romancers	1.7	1.00499
romances	1.3	0.9
romancing	2.0	0.89443
romantic	1.7	0.78102
romantically	1.8	0.87178
romanticise	1.7	1.61555
romanticised	1.7	0.9
romanticises	1.3	1.1
romanticising	2.7	0.78102
romanticism	2.2	1.32665
romanticisms	2.1	0.9434
romanticist	1.9	1.3
romanticists	1.3	1.00499
romanticization	1.5	1.36015
romanticizations	2.0	1.0
romanticize	1.8	0.9798
romanticized	0.9	1.22066
romanticizes	1.8	0.87178
romanticizing	1.2	1.07703
romantics	1.9	0.83066
rotten	-2.3	0.78102
rude	-2.0	0.44721
rudely	-2.2	0.87178
rudeness	-1.5	0.67082
ruder	-2.1	0.83066
ruderal	-0.8	1.46969
ruderals	-0.4	0.66332
rudesby	-2.0	0.7746
rudest	-2.5	0.5
ruin	-2.8	0.87178
ruinable	-1.6	0.8
ruinate	-2.8	0.87178
ruinated	-1.5	1.56525
ruinates	-1.5	1.56525
ruinating	-1.5	1.20416
ruination	-2.7	1.00499
ruinations	-1.6	1.35647
ruined	-2.1	0.7
ruiner	-2.0	0.63246
ruing	-1.6	0.91652
ruining	-1.0	1.94936
ruinous	-2.7	0.78102
ruinously	-2.6	0.8
ruinousness	-1.0	1.09545
ruins	-1.9	0.9434
sabotage	-2.4	0.91652
sad	-2.1	0.9434
sadden	-2.6	0.4899
saddened	-2.4	0.4899
saddening	-2.2	0.4
saddens	-1.9	0.7
sadder	-2.4	0.91652
saddest	-3.0	0.63246
sadly	-1.8	0.6
sadness	-1.9	0.3
safe	1.9	0.3
safecracker	-0.7	1.61555
safecrackers	-0.9	1.04403
safecracking	-0.9	0.9434
safecrackings	-0.7	1.67631
safeguard	1.6	0.4899
safeguarded	1.5	0.92195
safeguarding	1.1	0.7
safeguards	1.4	0.66332
safekeeping	1.4	0.66332
safelight	1.1	1.22066
safelights	0.8	1.07703
safely	2.2	0.74833
safeness	1.5	0.67082
safer	1.8	0.6
safes	0.4	0.8
safest	1.7	1.61555
safeties	1.5	1.0247
safety	1.8	0.6
safetyman	0.3	0.64031
salient	1.1	1.22066
sappy	-1.0	1.18322
sarcasm	-0.9	0.7
sarcasms	-0.9	0.7
sarcastic	-1.0	0.7746
sarcastically	-1.1	1.37477
satisfaction	1.9	0.9434
satisfactions	2.1	0.7
satisfactorily	1.6	1.11355
satisfactoriness	1.5	0.5
satisfactory	1.5	0.67082
satisfiable	1.9	0.83066
satisfied	1.8	0.6
satisfies	1.8	0.6
satisfy	2.0	0.63246
satisfying	2.0	1.48324
satisfyingly	1.9	0.9434
savage	-2.0	1.73205
savaged	-2.0	1.34164
savagely	-2.2	0.74833
savageness	-2.6	1.0198
savagenesses	-0.9	1.86815
savageries	-1.9	1.75784
savagery	-2.5	1.62788
savages	-2.4	1.0198
save	2.2	1.16619
saved	1.8	0.6
scam	-2.7	0.64031
scams	-2.8	0.87178
scandal	-1.9	1.81384
scandalous	-2.4	0.8
scandals	-2.2	0.9798
scapegoat	-1.7	0.64031
scapegoats	-1.4	0.8
scare	-2.2	0.87178
scarecrow	-0.8	0.9798
scarecrows	-0.7	1.1
scared	-1.9	0.7
scaremonger	-2.1	0.53852
scaremongers	-2.0	1.0
scarer	-1.7	0.78102
scarers	-1.3	0.9
scares	-1.4	0.4899
scarey	-1.7	0.64031
scaring	-1.9	1.22066
scary	-2.2	0.87178
sceptic	-1.0	0.89443
sceptical	-1.2	0.4
scepticism	-0.8	0.87178
sceptics	-0.7	0.78102
scold	-1.7	0.78102
scoop	0.6	0.8
scorn	-1.7	0.64031
scornful	-1.8	1.16619
scream	-1.7	0.78102
screamed	-1.3	1.1
screamers	-1.5	0.92195
screaming	-1.6	0.8
screams	-1.2	0.9798
screw	-0.4	0.91652
screwball	-0.2	0.87178
screwballs	-0.3	1.00499
screwbean	0.3	0.64031
screwdriver	0.3	0.45826
screwdrivers	0.1	0.53852
screwed	-2.2	0.4
screwed up	-1.5	0.67082
screwer	-1.2	0.87178
screwers	-0.5	1.5
screwier	-0.6	1.2
screwiest	-2.0	0.89443
screwiness	-0.5	1.80278
screwing	-0.9	0.9434
screwlike	0.1	1.04403
screws	-1.0	1.09545
screwup	-1.7	0.9
screwups	-1.0	1.61245
screwworm	-0.4	0.66332
screwworms	-0.1	1.22066
screwy	-1.4	0.8
scrumptious	2.1	1.22066
scrumptiously	1.5	1.43178
scumbag	-3.2	0.6
secure	1.4	0.4899
secured	1.7	0.78102
securely	1.4	0.8
securement	1.1	0.7
secureness	1.4	0.66332
securer	1.5	0.67082
securers	0.6	0.91652
secures	1.3	0.64031
securest	2.6	0.8
securing	1.3	1.00499
securities	1.2	0.6
securitization	0.2	1.07703
securitizations	0.1	0.9434
securitize	0.3	1.34536
securitized	1.4	1.0198
securitizes	1.6	1.0198
securitizing	0.7	0.9
security	1.4	0.8
sedition	-1.8	1.249
seditious	-1.7	0.64031
seduced	-1.5	0.67082
self-confident	2.5	0.80623
selfish	-2.1	0.7
selfishly	-1.4	0.91652
selfishness	-1.7	0.64031
selfishnesses	-2.0	1.94936
sentence	0.3	0.64031
sentenced	-0.1	1.3
sentences	0.2	1.07703
sentencing	-0.6	1.8
sentimental	1.3	0.64031
sentimentalise	1.2	0.87178
sentimentalised	0.8	1.16619
sentimentalising	0.4	0.91652
sentimentalism	1.0	0.63246
sentimentalisms	0.4	0.8
sentimentalist	0.8	0.87178
sentimentalists	0.7	0.78102
sentimentalities	0.9	0.83066
sentimentality	1.2	1.46969
sentimentalization	1.2	0.87178
sentimentalizations	0.4	0.8
sentimentalize	0.8	1.07703
sentimentalized	1.1	1.22066
sentimentalizes	1.1	1.37477
sentimentalizing	0.8	0.87178
sentimentally	1.9	0.9434
serene	2.0	1.0
serious	-0.3	0.45826
seriously	-0.7	1.34536
seriousness	-0.2	1.16619
severe	-1.6	1.8
severed	-1.5	0.5
severely	-2.0	0.89443
severeness	-1.0	1.73205
severer	-1.6	1.49666
severest	-1.5	1.85742
sexy	2.4	0.8
shake	-0.7	0.9
shakeable	-0.3	1.00499
shakedown	-1.2	0.4
shakedowns	-1.4	0.8
shaken	-0.3	0.9
shakeout	-1.3	0.78102
shakeouts	-0.8	1.16619
shakers	0.3	1.00499
shakeup	-0.6	0.4899
shakeups	-0.5	0.92195
shakier	-0.9	0.3
shakiest	-1.2	0.74833
shakily	-0.7	0.45826
shakiness	-0.7	1.1
shaking	-0.7	0.45826
shaky	-0.9	0.3
shame	-2.1	0.53852
shamed	-2.6	0.4899
shamefaced	-2.3	0.64031
shamefacedly	-1.9	0.3
shamefacedness	-2.0	0.89443
shamefast	-1.0	0.44721
shameful	-2.2	0.6
shamefully	-1.9	0.7
shamefulness	-2.4	0.4899
shamefulnesses	-2.3	0.78102
shameless	-1.4	1.0198
shamelessly	-1.4	1.0198
shamelessness	-1.4	1.0198
shamelessnesses	-2.0	1.0
shames	-1.7	0.9
share	1.2	0.74833
shared	1.4	0.4899
shares	1.2	0.87178
sharing	1.8	0.6
shattered	-2.1	0.7
shit	-2.6	1.0198
shitake	-0.3	1.26886
shitakes	-1.1	1.7
shithead	-3.1	0.83066
shitheads	-2.6	1.35647
shits	-2.1	1.22066
shittah	0.1	1.3
shitted	-1.7	0.64031
shittier	-2.1	0.83066
shittiest	-3.4	0.66332
shittim	-0.6	1.0198
shittimwood	-0.3	0.9
shitting	-1.8	0.9798
shitty	-2.6	0.8
shock	-1.6	0.91652
shockable	-1.0	1.0
shocked	-1.3	1.18743
shocker	-0.6	1.49666
shockers	-1.1	0.9434
shocking	-1.7	1.34536
shockingly	-0.7	1.48661
shockproof	1.3	0.64031
shocks	-1.6	0.91652
shook	-0.4	0.66332
shoot	-1.4	1.11355
short-sighted	-1.2	0.6
short-sightedness	-1.1	1.37477
shortage	-1.0	1.09545
shortages	-0.6	1.0198
shrew	-0.9	1.04403
shy	-1.0	0.0
shyer	-0.8	0.6
shying	-0.9	0.83066
shylock	-2.1	1.13578
shylocked	-0.7	1.00499
shylocking	-1.5	1.11803
shylocks	-1.4	1.11355
shyly	-0.7	0.45826
shyness	-1.3	1.00499
shynesses	-1.2	0.6
shyster	-1.6	0.66332
shysters	-0.9	0.7
sick	-2.3	0.78102
sicken	-1.9	0.7
sickened	-2.5	0.92195
sickener	-2.2	0.87178
sickeners	-2.2	0.6
sickening	-2.4	0.91652
sickeningly	-2.1	0.7
sickens	-2.0	0.63246
sigh	0.1	1.22066
significance	1.1	1.22066
significant	0.8	0.9798
silencing	-0.5	0.67082
sillibub	-0.1	0.3
sillier	1.0	0.7746
sillies	0.8	0.74833
silliest	0.8	0.9798
sillily	-0.1	1.04403
sillimanite	0.1	0.3
sillimanites	0.2	0.6
silliness	-0.9	1.22066
sillinesses	-1.2	1.46969
silly	0.1	1.04403
sin	-2.6	0.8
sincere	1.7	0.78102
sincerely	2.1	1.04403
sincereness	1.8	0.74833
sincerer	2.0	1.0
sincerest	2.0	1.34164
sincerities	1.5	0.67082
sinful	-2.6	0.8
singleminded	1.2	0.87178
sinister	-2.9	1.13578
sins	-2.0	1.0
skeptic	-0.9	1.13578
skeptical	-1.3	0.9
skeptically	-1.2	0.4
skepticism	-1.0	0.89443
skepticisms	-1.2	0.9798
skeptics	-0.4	0.91652
slam	-1.6	1.11355
slash	-1.1	1.22066
slashed	-0.9	0.83066
slashes	-0.8	0.6
slashing	-1.1	1.86815
slavery	-3.8	0.4
sleeplessness	-1.6	1.49666
slicker	0.4	1.28062
slickest	0.3	1.00499
sluggish	-1.7	0.64031
slut	-2.8	0.87178
sluts	-2.7	1.48661
sluttier	-2.7	1.18743
sluttiest	-3.1	0.83066
sluttish	-2.2	0.87178
sluttishly	-2.1	1.13578
sluttishness	-2.5	0.92195
sluttishnesses	-2.0	1.09545
